run_name,d_model,n_layers,G,j,A,top_k,n_experts,d_expert,N_act,N_tot,D,steps,warmup,C,lr
d064_G01_A4_T0_5M,64,10,1,4,0.5,4,8,256,2129920,7320576,500000,61,10,19991040000000,0.010711758856579713
d064_G01_A8_T0_5M,64,10,1,8,1.0,8,8,256,4096000,7320576,500000,61,10,25889280000000,0.010296567580938271
d064_G02_A1_T0_5M,64,10,2,1,0.125,2,16,128,655360,7325696,500000,61,10,15582720000000,0.011127647574108654
d064_G02_A2_T0_5M,64,10,2,2,0.25,4,16,128,1146880,7325696,500000,61,10,17057280000000,0.0109748732433537
d064_G02_A3_T0_5M,64,10,2,3,0.375,6,16,128,1638400,7325696,500000,61,10,18531840000000,0.010836618216100036
d064_G02_A4_T0_5M,64,10,2,4,0.5,8,16,128,2129920,7325696,500000,61,10,20006400000000,0.010710500998020182
d064_G02_A8_T0_5M,64,10,2,8,1.0,16,16,128,4096000,7325696,500000,61,10,25904640000000,0.010295633847934527
d064_G04_A1_T0_5M,64,10,4,1,0.125,4,32,64,655360,7335936,500000,61,10,15613440000000,0.0111242971817628
d064_G04_A2_T0_5M,64,10,4,2,0.25,8,32,64,1146880,7335936,500000,61,10,17088000000000,0.010971854210054689
d064_G04_A3_T0_5M,64,10,4,3,0.375,12,32,64,1638400,7335936,500000,61,10,18562560000000,0.010833874183778937
d064_G04_A4_T0_5M,64,10,4,4,0.5,16,32,64,2129920,7335936,500000,61,10,20037120000000,0.010707988617744232
d064_G04_A8_T0_5M,64,10,4,8,1.0,32,32,64,4096000,7335936,500000,61,10,25935360000000,0.010293768295372987
d064_G08_A1_T0_5M,64,10,8,1,0.125,8,64,32,655360,7356416,500000,61,10,15674880000000,0.011117619139004976
d064_G08_A2_T0_5M,64,10,8,2,0.25,16,64,32,1146880,7356416,500000,61,10,17149440000000,0.010965834871917261
d064_G08_A3_T0_5M,64,10,8,3,0.375,24,64,32,1638400,7356416,500000,61,10,18624000000000,0.010828401792304121
d064_G08_A4_T0_5M,64,10,8,4,0.5,32,64,32,2129920,7356416,500000,61,10,20098560000000,0.010702977153276106
d064_G08_A8_T0_5M,64,10,8,8,1.0,64,64,32,4096000,7356416,500000,61,10,25996800000000,0.010290044821300698
d064_G16_A1_T0_5M,64,10,16,1,0.125,16,128,16,655360,7397376,500000,61,10,15797760000000,0.011104353130526816
d064_G16_A2_T0_5M,64,10,16,2,0.25,32,128,16,1146880,7397376,500000,61,10,17272320000000,0.01095387043873128
d064_G16_A3_T0_5M,64,10,16,3,0.375,48,128,16,1638400,7397376,500000,61,10,18746880000000,0.01081751918493419
d064_G16_A4_T0_5M,64,10,16,4,0.5,64,128,16,2129920,7397376,500000,61,10,20221440000000,0.01069300700205631
d064_G16_A8_T0_5M,64,10,16,8,1.0,128,128,16,4096000,7397376,500000,61,10,26119680000000,0.010282628216761463
d064_G01_A1_T1M,64,10,1,1,0.125,1,8,256,655360,7320576,1000000,122,10,31134720000000,0.010010167925767251
d064_G01_A2_T1M,64,10,1,2,0.25,2,8,256,1146880,7320576,1000000,122,10,34083840000000,0.009872607008457279
d064_G01_A3_T1M,64,10,1,3,0.375,3,8,256,1638400,7320576,1000000,122,10,37032960000000,0.009748130797036176
d064_G01_A4_T1M,64,10,1,4,0.5,4,8,256,2129920,7320576,1000000,122,10,39982080000000,0.009634591396406315
d064_G01_A8_T1M,64,10,1,8,1.0,8,8,256,4096000,7320576,1000000,122,10,51778560000000,0.009261151483716264
d064_G02_A1_T1M,64,10,2,1,0.125,2,16,128,655360,7325696,1000000,122,10,31165440000000,0.010008658616684107
d064_G02_A2_T1M,64,10,2,2,0.25,4,16,128,1146880,7325696,1000000,122,10,34114560000000,0.009871247172644803
d064_G02_A3_T1M,64,10,2,3,0.375,6,16,128,1638400,7325696,1000000,122,10,37063680000000,0.00974689498044904
d064_G02_A4_T1M,64,10,2,4,0.5,8,16,128,2129920,7325696,1000000,122,10,40012800000000,0.00963346002728031
d064_G02_A8_T1M,64,10,2,8,1.0,16,16,128,4096000,7325696,1000000,122,10,51809280000000,0.009260311646292284
d064_G04_A1_T1M,64,10,4,1,0.125,4,32,64,655360,7335936,1000000,122,10,31226880000000,0.010005645137599843
d064_G04_A2_T1M,64,10,4,2,0.25,8,32,64,1146880,7335936,1000000,122,10,34176000000000,0.009868531731358496
d064_G04_A3_T1M,64,10,4,3,0.375,12,32,64,1638400,7335936,1000000,122,10,37125120000000,0.009744426886222284
d064_G04_A4_T1M,64,10,4,4,0.5,16,32,64,2129920,7335936,1000000,122,10,40074240000000,0.009631200290320649
d064_G04_A8_T1M,64,10,4,8,1.0,32,32,64,4096000,7335936,1000000,122,10,51870720000000,0.009258633692475397
d064_G08_A1_T1M,64,10,8,1,0.125,8,64,32,655360,7356416,1000000,122,10,31349760000000,0.00999963863445122
d064_G08_A2_T1M,64,10,8,2,0.25,16,64,32,1146880,7356416,1000000,122,10,34298880000000,0.009863117693924736
d064_G08_A3_T1M,64,10,8,3,0.375,24,64,32,1638400,7356416,1000000,122,10,37248000000000,0.009739504794852699
d064_G08_A4_T1M,64,10,8,4,0.5,32,64,32,2129920,7356416,1000000,122,10,40197120000000,0.009626692775439623
d064_G08_A8_T1M,64,10,8,8,1.0,64,64,32,4096000,7356416,1000000,122,10,51993600000000,0.009255284648518942
d064_G16_A1_T1M,64,10,16,1,0.125,16,128,16,655360,7397376,1000000,122,10,31595520000000,0.009987706647103517
d064_G16_A2_T1M,64,10,16,2,0.25,32,128,16,1146880,7397376,1000000,122,10,34544640000000,0.009852356396309665
d064_G16_A3_T1M,64,10,16,3,0.375,48,128,16,1638400,7397376,1000000,122,10,37493760000000,0.009729716535357633
d064_G16_A4_T1M,64,10,16,4,0.5,64,128,16,2129920,7397376,1000000,122,10,40442880000000,0.0096177252161014
d064_G16_A8_T1M,64,10,16,8,1.0,128,128,16,4096000,7397376,1000000,122,10,52239360000000,0.009248613852878286
d064_G01_A1_T2M,64,10,1,1,0.125,1,8,256,655360,7320576,2000000,244,10,62269440000000,0.009003551990431414
d064_G01_A2_T2M,64,10,1,2,0.25,2,8,256,1146880,7320576,2000000,244,10,68167680000000,0.008879824108937673
d064_G01_A3_T2M,64,10,1,3,0.375,3,8,256,1638400,7320576,2000000,244,10,74065920000000,0.008767865143872067
d064_G01_A4_T2M,64,10,1,4,0.5,4,8,256,2129920,7320576,2000000,244,10,79964160000000,0.008665743191062267
d064_G01_A8_T2M,64,10,1,8,1.0,8,8,256,4096000,7320576,2000000,244,10,103557120000000,0.008329856151589916
d064_G02_A1_T2M,64,10,2,1,0.125,2,16,128,655360,7325696,2000000,244,10,62330880000000,0.009002194456481882
d064_G02_A2_T2M,64,10,2,2,0.25,4,16,128,1146880,7325696,2000000,244,10,68229120000000,0.00887860101732454
d064_G02_A3_T2M,64,10,2,3,0.375,6,16,128,1638400,7325696,2000000,244,10,74127360000000,0.008766753600192138
d064_G02_A4_T2M,64,10,2,4,0.5,8,16,128,2129920,7325696,2000000,244,10,80025600000000,0.008664725591675134
d064_G02_A8_T2M,64,10,2,8,1.0,16,16,128,4096000,7325696,2000000,244,10,103618560000000,0.008329100767667649
d064_G04_A1_T2M,64,10,4,1,0.125,4,32,64,655360,7335936,2000000,244,10,62453760000000,0.008999484010882127
d064_G04_A2_T2M,64,10,4,2,0.25,8,32,64,1146880,7335936,2000000,244,10,68352000000000,0.008876158639036827
d064_G04_A3_T2M,64,10,4,3,0.375,12,32,64,1638400,7335936,2000000,244,10,74250240000000,0.008764533695905548
d064_G04_A4_T2M,64,10,4,4,0.5,16,32,64,2129920,7335936,2000000,244,10,80148480000000,0.008662693092385224
d064_G04_A8_T2M,64,10,4,8,1.0,32,32,64,4096000,7335936,2000000,244,10,103741440000000,0.008327591547788431
d064_G08_A1_T2M,64,10,8,1,0.125,8,64,32,655360,7356416,2000000,244,10,62699520000000,0.008994081517759097
d064_G08_A2_T2M,64,10,8,2,0.25,16,64,32,1146880,7356416,2000000,244,10,68597760000000,0.008871289033664125
d064_G08_A3_T2M,64,10,8,3,0.375,24,64,32,1638400,7356416,2000000,244,10,74496000000000,0.008760106566822766
d064_G08_A4_T2M,64,10,8,4,0.5,32,64,32,2129920,7356416,2000000,244,10,80394240000000,0.008658638850250634
d064_G08_A8_T2M,64,10,8,8,1.0,64,64,32,4096000,7356416,2000000,244,10,103987200000000,0.008324579281500414
d064_G16_A1_T2M,64,10,16,1,0.125,16,128,16,655360,7397376,2000000,244,10,63191040000000,0.00898334940325004
d064_G16_A2_T2M,64,10,16,2,0.25,32,128,16,1146880,7397376,2000000,244,10,69089280000000,0.008861609885094358
d064_G16_A3_T2M,64,10,16,3,0.375,48,128,16,1638400,7397376,2000000,244,10,74987520000000,0.008751302608296473
d064_G16_A4_T2M,64,10,16,4,0.5,64,128,16,2129920,7397376,2000000,244,10,80885760000000,0.00865057306281053
d064_G16_A8_T2M,64,10,16,8,1.0,128,128,16,4096000,7397376,2000000,244,10,104478720000000,0.008318579296703595
d064_G01_A1_T4M,64,10,1,1,0.125,1,8,256,655360,7320576,4000000,488,10,124538880000000,0.008098160694760586
d064_G01_A2_T4M,64,10,1,2,0.25,2,8,256,1146880,7320576,4000000,488,10,136335360000000,0.007986874808054602
d064_G01_A3_T4M,64,10,1,3,0.375,3,8,256,1638400,7320576,4000000,488,10,148131840000000,0.007886174363243051
d064_G01_A4_T4M,64,10,1,4,0.5,4,8,256,2129920,7320576,4000000,488,10,159928320000000,0.0077943217271728175
d064_G01_A8_T4M,64,10,1,8,1.0,8,8,256,4096000,7320576,4000000,488,10,207114240000000,0.007492211268564341
d064_G02_A1_T4M,64,10,2,1,0.125,2,16,128,655360,7325696,4000000,488,10,124661760000000,0.008096939673536566
d064_G02_A2_T4M,64,10,2,2,0.25,4,16,128,1146880,7325696,4000000,488,10,136458240000000,0.007985774709733617
d064_G02_A3_T4M,64,10,2,3,0.375,6,16,128,1638400,7325696,4000000,488,10,148254720000000,0.007885174595668112
d064_G02_A4_T4M,64,10,2,4,0.5,8,16,128,2129920,7325696,4000000,488,10,160051200000000,0.0077934064569140735
d064_G02_A8_T4M,64,10,2,8,1.0,16,16,128,4096000,7325696,4000000,488,10,207237120000000,0.007491531845554928
d064_G04_A1_T4M,64,10,4,1,0.125,4,32,64,655360,7335936,4000000,488,10,124907520000000,0.008094501788572437
d064_G04_A2_T4M,64,10,4,2,0.25,8,32,64,1146880,7335936,4000000,488,10,136704000000000,0.007983577935408073
d064_G04_A3_T4M,64,10,4,3,0.375,12,32,64,1638400,7335936,4000000,488,10,148500480000000,0.007883177923503737
d064_G04_A4_T4M,64,10,4,4,0.5,16,32,64,2129920,7335936,4000000,488,10,160296960000000,0.007791578344422564
d064_G04_A8_T4M,64,10,4,8,1.0,32,32,64,4096000,7335936,4000000,488,10,207482880000000,0.007490174391839036
d064_G08_A1_T4M,64,10,8,1,0.125,8,64,32,655360,7356416,4000000,488,10,125399040000000,0.00808964256662213
d064_G08_A2_T4M,64,10,8,2,0.25,16,64,32,1146880,7356416,4000000,488,10,137195520000000,0.007979198014364674
d064_G08_A3_T4M,64,10,8,3,0.375,24,64,32,1638400,7356416,4000000,488,10,148992000000000,0.00787919598362413
d064_G08_A4_T4M,64,10,8,4,0.5,32,64,32,2129920,7356416,4000000,488,10,160788480000000,0.007787931794223678
d064_G08_A8_T4M,64,10,8,8,1.0,64,64,32,4096000,7356416,4000000,488,10,207974400000000,0.007487465037077526
d064_G16_A1_T4M,64,10,16,1,0.125,16,128,16,655360,7397376,4000000,488,10,126382080000000,0.008079989666524338
d064_G16_A2_T4M,64,10,16,2,0.25,32,128,16,1146880,7397376,4000000,488,10,138178560000000,0.007970492194640444
d064_G16_A3_T4M,64,10,16,3,0.375,48,128,16,1638400,7397376,4000000,488,10,149975040000000,0.00787127734540538
d064_G16_A4_T4M,64,10,16,4,0.5,64,128,16,2129920,7397376,4000000,488,10,161771520000000,0.007780677097089795
d064_G16_A8_T4M,64,10,16,8,1.0,128,128,16,4096000,7397376,4000000,488,10,208957440000000,0.0074820684068251115
d064_G01_A1_T8M,64,10,1,1,0.125,1,8,256,655360,7320576,8000000,976,10,249077760000000,0.007283814955237787
d064_G01_A2_T8M,64,10,1,2,0.25,2,8,256,1146880,7320576,8000000,976,10,272670720000000,0.007183719904466518
d064_G01_A3_T8M,64,10,1,3,0.375,3,8,256,1638400,7320576,8000000,976,10,296263680000000,0.007093145830480554
d064_G01_A4_T8M,64,10,1,4,0.5,4,8,256,2129920,7320576,8000000,976,10,319856640000000,0.007010529835379439
d064_G01_A8_T8M,64,10,1,8,1.0,8,8,256,4096000,7320576,8000000,976,10,414228480000000,0.006738799406768673
d064_G02_A1_T8M,64,10,2,1,0.125,2,16,128,655360,7325696,8000000,976,10,249323520000000,0.007282716719108941
d064_G02_A2_T8M,64,10,2,2,0.25,4,16,128,1146880,7325696,8000000,976,10,272916480000000,0.007182730431312718
d064_G02_A3_T8M,64,10,2,3,0.375,6,16,128,1638400,7325696,8000000,976,10,296509440000000,0.00709224659887864
d064_G02_A4_T8M,64,10,2,4,0.5,8,16,128,2129920,7325696,8000000,976,10,320102400000000,0.007009706604098905
d064_G02_A8_T8M,64,10,2,8,1.0,16,16,128,4096000,7325696,8000000,976,10,414474240000000,0.006738188306092428
d064_G04_A1_T8M,64,10,4,1,0.125,4,32,64,655360,7335936,8000000,976,10,249815040000000,0.0072805239862613
d064_G04_A2_T8M,64,10,4,2,0.25,8,32,64,1146880,7335936,8000000,976,10,273408000000000,0.007180754563175644
d064_G04_A3_T8M,64,10,4,3,0.375,12,32,64,1638400,7335936,8000000,976,10,297000960000000,0.007090450710760369
d064_G04_A4_T8M,64,10,4,4,0.5,16,32,64,2129920,7335936,8000000,976,10,320593920000000,0.00700806232540311
d064_G04_A8_T8M,64,10,4,8,1.0,32,32,64,4096000,7335936,8000000,976,10,414965760000000,0.006736967357033804
d064_G08_A1_T8M,64,10,8,1,0.125,8,64,32,655360,7356416,8000000,976,10,250798080000000,0.007276153404490138
d064_G08_A2_T8M,64,10,8,2,0.25,16,64,32,1146880,7356416,8000000,976,10,274391040000000,0.007176815084125876
d064_G08_A3_T8M,64,10,8,3,0.375,24,64,32,1638400,7356416,8000000,976,10,297984000000000,0.007086869192149024
d064_G08_A4_T8M,64,10,8,4,0.5,32,64,32,2129920,7356416,8000000,976,10,321576960000000,0.007004782469905694
d064_G08_A8_T8M,64,10,8,8,1.0,64,64,32,4096000,7356416,8000000,976,10,415948800000000,0.006734530453213941
d064_G16_A1_T8M,64,10,16,1,0.125,16,128,16,655360,7397376,8000000,976,10,252764160000000,0.007267471193708719
d064_G16_A2_T8M,64,10,16,2,0.25,32,128,16,1146880,7397376,8000000,976,10,276357120000000,0.0071689847159354825
d064_G16_A3_T8M,64,10,16,3,0.375,48,128,16,1638400,7397376,8000000,976,10,299950080000000,0.007079746847007101
d064_G16_A4_T8M,64,10,16,4,0.5,64,128,16,2129920,7397376,8000000,976,10,323543040000000,0.006998257300367668
d064_G16_A8_T8M,64,10,16,8,1.0,128,128,16,4096000,7397376,8000000,976,10,417914880000000,0.006729676504567818
d064_G01_A1_T16M,64,10,1,1,0.125,1,8,256,655360,7320576,16000000,1953,20,498155520000000,0.006551359290322668
d064_G01_A2_T16M,64,10,1,2,0.25,2,8,256,1146880,7320576,16000000,1953,20,545341440000000,0.006461329732348503
d064_G01_A3_T16M,64,10,1,3,0.375,3,8,256,1638400,7320576,16000000,1953,20,592527360000000,0.0063798637279652345
d064_G01_A4_T16M,64,10,1,4,0.5,4,8,256,2129920,7320576,16000000,1953,20,639713280000000,0.0063055555432624194
d064_G01_A8_T16M,64,10,1,8,1.0,8,8,256,4096000,7320576,16000000,1953,20,828456960000000,0.00606115014871538
d064_G02_A1_T16M,64,10,2,1,0.125,2,16,128,655360,7325696,16000000,1953,20,498647040000000,0.0065503714921001845
d064_G02_A2_T16M,64,10,2,2,0.25,4,16,128,1146880,7325696,16000000,1953,20,545832960000000,0.006460439759967476
d064_G02_A3_T16M,64,10,2,3,0.375,6,16,128,1638400,7325696,16000000,1953,20,593018880000000,0.006379054922504695
d064_G02_A4_T16M,64,10,2,4,0.5,8,16,128,2129920,7325696,16000000,1953,20,640204800000000,0.006304815095580681
d064_G02_A8_T16M,64,10,2,8,1.0,16,16,128,4096000,7325696,16000000,1953,20,828948480000000,0.006060600499923198
d064_G04_A1_T16M,64,10,4,1,0.125,4,32,64,655360,7335936,16000000,1953,20,499630080000000,0.006548399259032641
d064_G04_A2_T16M,64,10,4,2,0.25,8,32,64,1146880,7335936,16000000,1953,20,546816000000000,0.0064586625838371345
d064_G04_A3_T16M,64,10,4,3,0.375,12,32,64,1638400,7335936,16000000,1953,20,594001920000000,0.0063774396277202555
d064_G04_A4_T16M,64,10,4,4,0.5,16,32,64,2129920,7335936,16000000,1953,20,641187840000000,0.006303336164474416
d064_G04_A8_T16M,64,10,4,8,1.0,32,32,64,4096000,7335936,16000000,1953,20,829931520000000,0.006059502328702842
d064_G08_A1_T16M,64,10,8,1,0.125,8,64,32,655360,7356416,16000000,1953,20,501596160000000,0.006544468180104005
d064_G08_A2_T16M,64,10,8,2,0.25,16,64,32,1146880,7356416,16000000,1953,20,548782080000000,0.00645511925622237
d064_G08_A3_T16M,64,10,8,3,0.375,24,64,32,1638400,7356416,16000000,1953,20,595968000000000,0.006374218264276499
d064_G08_A4_T16M,64,10,8,4,0.5,32,64,32,2129920,7356416,16000000,1953,20,643153920000000,0.006300386129099279
d064_G08_A8_T16M,64,10,8,8,1.0,64,64,32,4096000,7356416,16000000,1953,20,831897600000000,0.006057310478336244
d064_G16_A1_T16M,64,10,16,1,0.125,16,128,16,655360,7397376,16000000,1953,20,505528320000000,0.006536659046756586
d064_G16_A2_T16M,64,10,16,2,0.25,32,128,16,1146880,7397376,16000000,1953,20,552714240000000,0.006448076304732519
d064_G16_A3_T16M,64,10,16,3,0.375,48,128,16,1638400,7397376,16000000,1953,20,599900160000000,0.00636781213750074
d064_G16_A4_T16M,64,10,16,4,0.5,64,128,16,2129920,7397376,16000000,1953,20,647086080000000,0.006294517126339517
d064_G16_A8_T16M,64,10,16,8,1.0,128,128,16,4096000,7397376,16000000,1953,20,835829760000000,0.006052944639589246
d128_G01_A1_T0_5M,128,10,1,1,0.125,1,8,512,2621440,22833152,500000,61,10,35066880000000,0.009829778853698038
d128_G01_A2_T0_5M,128,10,1,2,0.25,2,8,512,4587520,22833152,500000,61,10,40965120000000,0.009598876015806982
d128_G01_A3_T0_5M,128,10,1,3,0.375,3,8,512,6553600,22833152,500000,61,10,46863360000000,0.009403468794411748
d128_G01_A4_T0_5M,128,10,1,4,0.5,4,8,512,8519680,22833152,500000,61,10,52761600000000,0.009234557768941484
d128_G01_A8_T0_5M,128,10,1,8,1.0,8,8,512,16384000,22833152,500000,61,10,76354560000000,0.008727162243391807
d128_G02_A1_T0_5M,128,10,2,1,0.125,2,16,256,2621440,22843392,500000,61,10,35097600000000,0.00982846285310936
d128_G02_A2_T0_5M,128,10,2,2,0.25,4,16,256,4587520,22843392,500000,61,10,40995840000000,0.009597775877797698
d128_G02_A3_T0_5M,128,10,2,3,0.375,6,16,256,6553600,22843392,500000,61,10,46894080000000,0.009402526646048924
d128_G02_A4_T0_5M,128,10,2,4,0.5,8,16,256,8519680,22843392,500000,61,10,52792320000000,0.009233735940598628
d128_G02_A8_T0_5M,128,10,2,8,1.0,16,16,256,16384000,22843392,500000,61,10,76385280000000,0.008726625500797029
d128_G04_A1_T0_5M,128,10,4,1,0.125,4,32,128,2621440,22863872,500000,61,10,35159040000000,0.009825834831365484
d128_G04_A2_T0_5M,128,10,4,2,0.25,8,32,128,4587520,22863872,500000,61,10,41057280000000,0.00959557845030806
d128_G04_A3_T0_5M,128,10,4,3,0.375,12,32,128,6553600,22863872,500000,61,10,46955520000000,0.009400644482208245
d128_G04_A4_T0_5M,128,10,4,4,0.5,16,32,128,8519680,22863872,500000,61,10,52853760000000,0.009232093936702667
d128_G04_A8_T0_5M,128,10,4,8,1.0,32,32,128,16384000,22863872,500000,61,10,76446720000000,0.008725552761823463
d128_G08_A1_T0_5M,128,10,8,1,0.125,8,64,64,2621440,22904832,500000,61,10,35281920000000,0.00982059463591606
d128_G08_A2_T0_5M,128,10,8,2,0.25,16,64,64,4587520,22904832,500000,61,10,41180160000000,0.00959119494670753
d128_G08_A3_T0_5M,128,10,8,3,0.375,24,64,64,6553600,22904832,500000,61,10,47078400000000,0.009396888658079014
d128_G08_A4_T0_5M,128,10,8,4,0.5,32,64,64,8519680,22904832,500000,61,10,52976640000000,0.009228816520798145
d128_G08_A8_T0_5M,128,10,8,8,1.0,64,64,64,16384000,22904832,500000,61,10,76569600000000,0.00872341026272163
d128_G16_A1_T0_5M,128,10,16,1,0.125,16,128,32,2621440,22986752,500000,61,10,35527680000000,0.009810177085316238
d128_G16_A2_T0_5M,128,10,16,2,0.25,32,128,32,4587520,22986752,500000,61,10,41425920000000,0.009582473006127992
d128_G16_A3_T0_5M,128,10,16,3,0.375,48,128,32,6553600,22986752,500000,61,10,47324160000000,0.009389410801847808
d128_G16_A4_T0_5M,128,10,16,4,0.5,64,128,32,8519680,22986752,500000,61,10,53222400000000,0.009222287903419397
d128_G16_A8_T0_5M,128,10,16,8,1.0,128,128,32,16384000,22986752,500000,61,10,76815360000000,0.008719137131977797
d128_G01_A1_T1M,128,10,1,1,0.125,1,8,512,2621440,22833152,1000000,122,10,70133760000000,0.008841302725391601
d128_G01_A2_T1M,128,10,1,2,0.25,2,8,512,4587520,22833152,1000000,122,10,81930240000000,0.008633619325761625
d128_G01_A3_T1M,128,10,1,3,0.375,3,8,512,6553600,22833152,1000000,122,10,93726720000000,0.008457862126663203
d128_G01_A4_T1M,128,10,1,4,0.5,4,8,512,8519680,22833152,1000000,122,10,105523200000000,0.008305936683368301
d128_G01_A8_T1M,128,10,1,8,1.0,8,8,512,16384000,22833152,1000000,122,10,152709120000000,0.007849564519796563
d128_G02_A1_T1M,128,10,2,1,0.125,2,16,256,2621440,22843392,1000000,122,10,70195200000000,0.008840119060960848
d128_G02_A2_T1M,128,10,2,2,0.25,4,16,256,4587520,22843392,1000000,122,10,81991680000000,0.008632629816910556
d128_G02_A3_T1M,128,10,2,3,0.375,6,16,256,6553600,22843392,1000000,122,10,93788160000000,0.008457014720123142
d128_G02_A4_T1M,128,10,2,4,0.5,8,16,256,8519680,22843392,1000000,122,10,105584640000000,0.008305197497545748
d128_G02_A8_T1M,128,10,2,8,1.0,16,16,256,16384000,22843392,1000000,122,10,152770560000000,0.00784908175168584
d128_G04_A1_T1M,128,10,4,1,0.125,4,32,128,2621440,22863872,1000000,122,10,70318080000000,0.008837755311363594
d128_G04_A2_T1M,128,10,4,2,0.25,8,32,128,4587520,22863872,1000000,122,10,82114560000000,0.008630653361291143
d128_G04_A3_T1M,128,10,4,3,0.375,12,32,128,6553600,22863872,1000000,122,10,93911040000000,0.008455321825446477
d128_G04_A4_T1M,128,10,4,4,0.5,16,32,128,8519680,22863872,1000000,122,10,105707520000000,0.008303720612486932
d128_G04_A8_T1M,128,10,4,8,1.0,32,32,128,16384000,22863872,1000000,122,10,152893440000000,0.007848116886641388
d128_G08_A1_T1M,128,10,8,1,0.125,8,64,64,2621440,22904832,1000000,122,10,70563840000000,0.008833042066539053
d128_G08_A2_T1M,128,10,8,2,0.25,16,64,64,4587520,22904832,1000000,122,10,82360320000000,0.008626710659943844
d128_G08_A3_T1M,128,10,8,3,0.375,24,64,64,6553600,22904832,1000000,122,10,94156800000000,0.008451943684533636
d128_G08_A4_T1M,128,10,8,4,0.5,32,64,64,8519680,22904832,1000000,122,10,105953280000000,0.008300772771380823
d128_G08_A8_T1M,128,10,8,8,1.0,64,64,64,16384000,22904832,1000000,122,10,153139200000000,0.00784618983584705
d128_G16_A1_T1M,128,10,16,1,0.125,16,128,32,2621440,22986752,1000000,122,10,71055360000000,0.008823672098009652
d128_G16_A2_T1M,128,10,16,2,0.25,32,128,32,4587520,22986752,1000000,122,10,82851840000000,0.0086188657920008
d128_G16_A3_T1M,128,10,16,3,0.375,48,128,32,6553600,22986752,1000000,122,10,94648320000000,0.008445217796631065
d128_G16_A4_T1M,128,10,16,4,0.5,64,128,32,8519680,22986752,1000000,122,10,106444800000000,0.008294900667492947
d128_G16_A8_T1M,128,10,16,8,1.0,128,128,32,16384000,22986752,1000000,122,10,153630720000000,0.007842346408334214
d128_G01_A1_T2M,128,10,1,1,0.125,1,8,512,2621440,22833152,2000000,244,10,140267520000000,0.007952227109627123
d128_G01_A2_T2M,128,10,1,2,0.25,2,8,512,4587520,22833152,2000000,244,10,163860480000000,0.0077654282167429435
d128_G01_A3_T2M,128,10,1,3,0.375,3,8,512,6553600,22833152,2000000,244,10,187453440000000,0.007607345046559366
d128_G01_A4_T2M,128,10,1,4,0.5,4,8,512,8519680,22833152,2000000,244,10,211046400000000,0.007470697126412698
d128_G01_A8_T2M,128,10,1,8,1.0,8,8,512,16384000,22833152,2000000,244,10,305418240000000,0.007060217448931276
d128_G02_A1_T2M,128,10,2,1,0.125,2,16,256,2621440,22843392,2000000,244,10,140390400000000,0.00795116247371686
d128_G02_A2_T2M,128,10,2,2,0.25,4,16,256,4587520,22843392,2000000,244,10,163983360000000,0.007764538212254342
d128_G02_A3_T2M,128,10,2,3,0.375,6,16,256,6553600,22843392,2000000,244,10,187576320000000,0.00760658285466638
d128_G02_A4_T2M,128,10,2,4,0.5,8,16,256,8519680,22843392,2000000,244,10,211169280000000,0.0074700322726326904
d128_G02_A8_T2M,128,10,2,8,1.0,16,16,256,16384000,22843392,2000000,244,10,305541120000000,0.007059783227665814
d128_G04_A1_T2M,128,10,4,1,0.125,4,32,128,2621440,22863872,2000000,244,10,140636160000000,0.007949036421232122
d128_G04_A2_T2M,128,10,4,2,0.25,8,32,128,4587520,22863872,2000000,244,10,164229120000000,0.007762760507718501
d128_G04_A3_T2M,128,10,4,3,0.375,12,32,128,6553600,22863872,2000000,244,10,187822080000000,0.007605060196370464
d128_G04_A4_T2M,128,10,4,4,0.5,16,32,128,8519680,22863872,2000000,244,10,211415040000000,0.007468703902168825
d128_G04_A8_T2M,128,10,4,8,1.0,32,32,128,16384000,22863872,2000000,244,10,305786880000000,0.007058915388818764
d128_G08_A1_T2M,128,10,8,1,0.125,8,64,64,2621440,22904832,2000000,244,10,141127680000000,0.007944797137222495
d128_G08_A2_T2M,128,10,8,2,0.25,16,64,64,4587520,22904832,2000000,244,10,164720640000000,0.007759214281838336
d128_G08_A3_T2M,128,10,8,3,0.375,24,64,64,6553600,22904832,2000000,244,10,188313600000000,0.007602021759096951
d128_G08_A4_T2M,128,10,8,4,0.5,32,64,64,8519680,22904832,2000000,244,10,211906560000000,0.007466052494035094
d128_G08_A8_T2M,128,10,8,8,1.0,64,64,64,16384000,22904832,2000000,244,10,306278400000000,0.007057182120991123
d128_G16_A1_T2M,128,10,16,1,0.125,16,128,32,2621440,22986752,2000000,244,10,142110720000000,0.007936369406596118
d128_G16_A2_T2M,128,10,16,2,0.25,32,128,32,4587520,22986752,2000000,244,10,165703680000000,0.007752158288681472
d128_G16_A3_T2M,128,10,16,3,0.375,48,128,32,6553600,22986752,2000000,244,10,189296640000000,0.00759597222208002
d128_G16_A4_T2M,128,10,16,4,0.5,64,128,32,8519680,22986752,2000000,244,10,212889600000000,0.007460770885071112
d128_G16_A8_T2M,128,10,16,8,1.0,128,128,32,16384000,22986752,2000000,244,10,307261440000000,0.007053725186033597
d128_G01_A1_T4M,128,10,1,1,0.125,1,8,512,2621440,22833152,4000000,488,10,280535040000000,0.007152556355917287
d128_G01_A2_T4M,128,10,1,2,0.25,2,8,512,4587520,22833152,4000000,488,10,327720960000000,0.006984541837448676
